ticker,rows,headline_days,date_min,date_max,dev_rows,dev_headline_days
VCRA,196,121,2012-03-28,2020-04-24,188,118
DCT,196,157,2010-11-02,2018-08-20,181,145
CRS,196,155,2009-08-13,2020-06-04,161,124
TOO,196,131,2010-02-11,2019-11-20,188,124
IPCM,195,131,2010-01-19,2015-11-23,163,105
SLF,195,136,2010-04-09,2020-05-12,171,114
CNSL,195,134,2010-02-12,2020-04-30,184,126
CTRL,195,99,2013-07-01,2019-07-31,195,99
ANAC,195,127,2010-11-24,2016-12-28,185,119
YUMA,195,96,2014-10-10,2020-04-16,187,92
SPAR,195,139,2010-01-07,2020-05-08,170,122
INGR,195,118,2012-07-31,2020-05-14,186,111
BCLI,195,144,2010-12-13,2020-06-09,172,127
BFAM,195,125,2013-01-25,2020-05-28,181,115
PRI,195,155,2010-04-01,2020-06-08,163,127
NNA,194,156,2010-09-02,2020-05-06,167,133
NOAH,194,141,2010-11-10,2020-05-18,180,128
TGH,194,147,2010-02-11,2020-05-11,163,121
HDB,194,167,2009-08-17,2020-06-11,99,83
ETM,194,146,2010-03-10,2020-06-10,153,111
IMOS,194,153,2010-05-18,2020-06-08,176,141
DLX,194,126,2010-01-28,2020-06-04,172,104
OTIC,194,130,2014-08-11,2020-05-12,187,124
HCC,194,148,2009-08-13,2020-06-05,155,116
HCBK,194,146,2009-10-07,2015-10-09,121,90
WTS,194,143,2010-02-17,2020-05-06,171,125
RLD,194,128,2010-07-16,2016-03-23,189,123
IGTE,194,91,2010-01-20,2015-07-02,150,61
CSUN,193,145,2009-08-07,2016-01-29,160,119
TNAV,193,119,2010-06-23,2020-05-07,178,108
SLH,193,121,2009-08-28,2016-03-01,171,106
AIT,193,132,2009-08-13,2020-04-30,172,116
JIVE,193,108,2011-11-30,2017-05-02,193,108
NJR,193,135,2010-01-04,2020-05-11,177,122
TKC,193,137,2010-02-18,2020-04-28,171,122
STON,193,157,2010-02-11,2020-05-27,173,140
FCSC,193,121,2011-06-22,2019-09-16,193,121
RAIL,193,146,2009-11-06,2020-06-03,169,125
NVEE,193,158,2014-07-01,2020-05-29,178,144
VTL,192,108,2014-04-12,2019-04-15,192,108
AXGN,192,126,2013-08-09,2020-05-27,168,111
LQD,192,178,2009-10-14,2020-06-01,147,138
TMK,192,145,2009-08-14,2019-07-24,166,121
RNN,192,155,2010-06-22,2019-06-04,186,150
ACET,192,127,2010-08-04,2019-03-11,182,119
BBOX,192,121,2010-08-20,2018-11-22,181,110
EEFT,192,140,2010-02-18,2020-06-03,173,121
ELTK,192,109,2009-11-23,2020-06-03,180,102
SLP,192,136,2010-09-08,2020-05-29,173,123
BIOC,191,147,2009-11-04,2020-05-29,166,127
ALJ,191,103,2009-08-10,2017-06-29,133,95
CO,191,128,2010-02-18,2020-05-14,162,105
TYPE,191,104,2009-08-10,2019-08-26,178,93
ARTX,190,140,2009-08-26,2019-11-06,185,135
MM,190,96,2011-06-09,2016-06-08,190,96
APTO,190,113,2016-06-13,2020-05-29,178,103
UMPQ,190,148,2009-08-13,2020-06-08,158,117
ASPS,190,134,2010-09-23,2020-05-27,168,119
JRJC,190,118,2010-01-11,2020-06-10,180,109
NR,190,155,2009-08-14,2020-06-11,149,121
YCS,190,176,2009-11-05,2016-12-21,158,146
MAIN,190,157,2010-01-13,2020-06-11,167,135
NAK,190,113,2010-07-09,2020-06-04,174,98
FTEK,190,139,2009-12-21,2020-05-12,164,123
VCYT,190,123,2016-11-21,2020-06-09,173,110
ALNY,190,111,2019-01-11,2020-06-07,144,82
BSBR,189,158,2009-11-04,2020-06-10,123,104
TOUR,189,111,2014-04-28,2020-06-10,166,95
HNI,189,116,2010-01-13,2020-05-22,178,106
GTIV,189,115,2010-01-05,2015-01-30,156,92
CSH,189,108,2009-10-30,2016-09-02,179,99
KW,189,168,2010-08-16,2020-05-06,164,143
HTS,189,131,2009-08-10,2016-11-15,151,98
CHE,189,135,2009-08-14,2020-04-29,163,114
ASTE,189,136,2010-02-23,2020-06-08,157,110
FDML,188,122,2010-01-19,2017-01-24,176,111
ERF,188,140,2010-06-23,2020-06-05,158,115
ARCO,188,140,2011-04-14,2020-06-08,169,126
BT,188,136,2009-08-17,2019-08-26,154,106
RST,188,135,2009-08-17,2020-05-07,147,110
DST,188,129,2010-02-02,2018-04-16,179,121
MBII,188,148,2013-07-01,2020-06-09,165,129
IBKC,188,137,2010-01-06,2020-05-05,166,118
ATEC,188,136,2010-02-22,2020-05-11,159,113
TEDU,188,99,2014-03-19,2020-06-01,166,85
RTEC,187,129,2010-02-02,2019-10-15,169,115
CRY,187,140,2009-08-13,2020-05-07,165,121
STAG,187,162,2011-08-05,2020-06-11,169,146
MTSC,187,121,2009-11-20,2020-05-19,155,96
ALSK,187,143,2009-09-23,2020-06-08,153,110
NATI,186,119,2010-05-10,2020-06-09,155,97
ARR,186,148,2010-12-17,2020-06-08,163,128
CTCT,186,110,2009-10-30,2016-02-10,168,93
TAST,186,126,2010-05-11,2020-05-11,157,107
CISG,186,118,2009-08-31,2016-12-06,138,79
TZA,186,172,2009-10-23,2020-05-14,109,100
KRE,186,166,2009-11-17,2020-05-13,114,108
OHRP,186,113,2013-06-03,2019-07-16,186,113
UNM,186,124,2014-12-19,2020-06-11,147,90
BCE,186,144,2009-11-06,2020-06-02,158,117
CRH,186,166,2009-08-14,2020-06-05,128,116
TRQ,186,141,2013-01-30,2020-06-09,179,134
MIND,186,120,2009-08-14,2020-06-10,158,99
LTBR,186,137,2011-01-04,2020-06-01,169,121
DMD,185,108,2011-01-26,2016-11-07,180,104
KOPN,185,133,2010-04-07,2020-06-04,153,108
PGN,185,130,2009-08-18,2015-12-17,120,90
ATSG,185,143,2010-03-31,2020-06-05,150,118
AMH,185,144,2013-07-31,2020-06-09,163,127
RICE,185,112,2014-01-13,2017-11-02,185,112
IDT,185,134,2010-06-04,2020-06-04,172,122
TSYS,185,148,2009-08-28,2016-10-25,149,123
SMLP,185,133,2012-09-28,2020-06-01,170,122
WBAI,185,129,2014-01-23,2020-06-10,170,117
ACLS,185,147,2009-10-13,2020-05-26,157,126
HPY,185,109,2009-11-25,2016-04-20,169,96
GTIM,185,134,2010-09-30,2020-05-14,179,129
RESN,185,138,2014-05-29,2020-05-26,171,128
EU,184,133,2009-08-07,2013-08-16,80,52
LXP,184,146,2009-08-13,2020-06-08,158,124
ISLE,184,111,2009-08-26,2017-04-27,145,83
BWC,184,130,2010-08-02,2016-06-28,161,109
MOD,184,116,2009-09-21,2020-05-28,163,97
SNH,184,150,2009-08-18,2020-01-07,161,128
GAIN,184,161,2009-07-07,2020-05-18,166,143
BAL,184,149,2009-11-21,2019-05-14,97,89
PCL,184,133,2009-09-21,2016-02-17,126,85
FSM,184,152,2012-03-27,2020-06-05,156,129
BBL,183,147,2010-05-24,2020-06-05,112,97
MCS,183,136,2010-04-06,2020-06-11,147,108
PRMW,183,109,2010-12-15,2020-05-08,178,104
GST,183,150,2009-08-10,2018-09-07,169,137
LMAT,183,109,2010-07-28,2020-06-09,169,97
CNMD,183,132,2010-03-26,2020-04-30,154,107
BHE,183,132,2010-09-27,2020-06-04,172,122
WPPGY,183,109,2009-12-11,2017-11-16,98,81
ONE,183,133,2010-07-27,2020-06-09,163,117
SPHS,182,110,2013-08-11,2020-03-12,175,107
RSYS,182,112,2010-02-03,2018-12-04,174,107
CLDT,182,135,2010-11-17,2020-06-08,157,114
BCOR,182,115,2012-06-07,2020-05-07,169,103
CASI,182,132,2014-07-07,2020-06-08,168,120
THG,182,141,2009-08-10,2020-06-03,159,121
GORO,182,152,2010-12-22,2020-05-11,165,139
CAE,182,136,2009-08-10,2020-05-22,167,124
VRTS,181,142,2010-09-20,2020-05-06,166,129
CTSO,181,126,2011-12-14,2020-06-09,135,101
STEM,181,124,2009-08-10,2016-11-29,167,110
OZM,181,141,2009-10-14,2019-07-09,159,121
ATV,181,140,2009-10-01,2020-05-04,157,117
NSIT,181,118,2009-09-08,2020-05-11,156,96
PRFT,181,125,2010-01-14,2020-05-08,169,115
MNI,181,133,2009-12-08,2020-02-13,155,112
VJET,181,126,2013-09-17,2020-06-01,176,121
CBPO,181,122,2010-06-11,2020-05-20,171,115
CINF,181,157,2009-12-30,2020-06-10,134,118
NGLS,180,119,2010-01-13,2016-08-12,171,111
NGVC,180,107,2012-07-20,2020-05-11,174,101
DBA,180,142,2009-08-07,2020-05-05,112,85
MMLP,180,143,2009-12-31,2020-05-21,161,128
SFL,180,131,2009-07-27,2020-05-21,156,111
NFEC,180,121,2010-09-16,2019-01-31,179,120
CNET,179,120,2011-03-31,2020-05-27,170,112
MINI,179,125,2009-08-18,2020-05-04,149,104
TPH,179,141,2013-01-29,2020-06-11,167,131
PFNX,179,120,2014-06-05,2020-06-01,162,110
FI,179,126,2013-08-09,2020-06-08,160,109
SIL,179,160,2010-05-03,2019-08-13,123,114
REXR,178,150,2013-07-22,2020-06-11,169,143
RTIX,178,122,2010-02-16,2020-04-29,165,111
RSPP,178,113,2014-01-17,2018-08-01,178,113
UTI,178,122,2009-12-01,2020-06-02,153,102
CECE,178,129,2009-07-27,2020-06-05,161,114
HIW,178,143,2010-02-11,2020-06-11,147,116
CLNT,178,95,2011-06-30,2018-01-04,178,95
ASX,178,142,2009-08-07,2020-03-24,145,124
SYRG,178,124,2011-07-18,2017-02-23,178,124
FR,178,144,2009-09-30,2020-05-18,144,116
KRG,178,135,2009-08-07,2020-06-03,163,120
DRIV,178,108,2009-08-13,2019-07-03,139,78
MWA,177,140,2009-09-14,2020-05-06,154,121
MCHX,177,122,2010-06-09,2020-05-11,163,108
GLOB,177,101,2014-07-07,2020-06-03,162,92
SZYM,177,94,2011-05-27,2016-05-04,177,94
ONB,176,132,2010-04-26,2020-06-09,147,108
SPF,176,130,2009-08-10,2015-10-01,150,107
ATLS,176,120,2010-01-02,2017-07-25,119,84
SUI,176,136,2010-03-11,2020-05-12,151,115
HVT,176,128,2010-09-03,2020-05-21,147,110
HBHC,176,117,2010-06-09,2018-04-17,143,102
OSIR,176,118,2010-03-21,2019-03-12,167,110
PUK,176,143,2009-08-16,2020-06-05,103,82
TNC,176,112,2010-03-25,2020-05-06,157,99
STOR,175,127,2014-11-18,2020-06-11,134,94
CYT,175,111,2009-11-11,2016-11-29,149,94
LEI,175,128,2009-11-19,2017-01-04,152,109
BOH,175,113,2010-01-06,2020-04-21,151,93
SPKE,175,113,2014-07-11,2020-05-26,170,108
COHU,175,124,2010-10-20,2020-05-21,154,107
RAVN,175,123,2010-06-24,2020-05-19,162,111
BCC,175,111,2013-02-06,2020-05-26,165,104
MRTN,175,124,2010-01-27,2020-05-28,158,111
EJ,175,114,2009-09-14,2016-04-17,137,85
EZA,175,163,2009-10-27,2020-03-05,152,141
USCR,175,123,2011-03-02,2020-05-05,154,111
RKUS,175,94,2012-11-16,2016-08-31,175,94
HZO,175,112,2010-10-08,2020-06-03,148,92
CRME,175,120,2009-12-03,2018-05-17,164,110
AXTI,175,128,2009-10-30,2020-05-05,160,116
SJW,175,147,2010-05-26,2020-05-20,157,130
IBP,174,124,2014-02-03,2020-05-28,154,111
HSTM,174,112,2009-09-23,2020-04-27,162,100
SAGE,174,113,2011-10-07,2020-05-26,146,100
FSS,174,128,2010-01-19,2020-04-29,153,110
EIGI,174,99,2013-10-25,2020-06-05,157,85
SHLO,174,90,2010-12-16,2020-06-10,166,82
CCIH,174,108,2010-10-01,2019-08-05,166,103
BND,174,167,2009-12-03,2019-12-05,157,150
MERC,173,135,2010-01-08,2020-06-05,156,122
KNL,173,131,2010-01-11,2020-04-28,155,114
TTEC,173,124,2009-11-02,2020-05-04,156,109
AT,173,139,2010-12-15,2020-05-11,165,131
IVC,173,123,2010-01-08,2020-05-06,161,112
TAHO,173,106,2012-06-28,2019-02-24,173,106
DRAD,173,113,2010-04-07,2020-06-09,125,89
WLB,173,130,2011-01-04,2018-05-23,170,127
NTWK,173,131,2009-07-27,2020-05-14,159,119
DM,173,127,2009-08-10,2019-02-01,158,113
ZEN,173,114,2014-04-10,2020-06-10,148,101
CGG,173,105,2013-05-03,2019-04-16,173,105
MUSA,172,114,2010-05-19,2020-04-17,155,102
SRNE,172,109,2013-10-25,2020-06-05,131,91
CVG,172,109,2009-08-07,2018-09-20,148,90
NCTY,172,112,2009-08-17,2020-05-19,154,97
CLUB,172,134,2010-01-25,2020-06-10,145,111
RNET,172,143,2011-03-29,2020-06-10,156,132
CPG,172,139,2011-09-22,2020-06-10,142,116
PRAH,171,107,2014-11-03,2020-05-05,149,92
SGNT,171,118,2011-04-06,2016-08-28,171,118
AVNW,171,133,2010-04-13,2020-05-28,140,107
PRAA,171,131,2010-01-21,2020-05-11,131,103
KONA,171,121,2010-11-24,2019-04-22,169,119
CUZ,171,145,2009-11-17,2020-06-05,145,121
DTSI,171,98,2010-01-12,2016-12-02,145,78
EGOV,170,131,2009-10-26,2020-06-08,148,114
CCMP,170,133,2009-08-17,2020-05-14,141,111
CWT,170,143,2010-04-07,2020-05-20,149,126
USPH,170,122,2010-11-19,2020-05-21,157,112
PKD,170,136,2009-08-10,2020-03-03,163,130
PPS,170,125,2009-08-10,2016-11-10,143,101
POWL,170,100,2009-12-09,2020-05-07,151,86
LINC,170,112,2009-09-28,2020-06-10,125,78
ROCK,170,102,2009-08-28,2020-05-19,151,87
CGA,170,118,2011-04-13,2020-02-27,169,117
ABR,170,131,2009-10-23,2020-06-08,122,95
MSA,170,148,2009-08-07,2020-05-12,151,130
AUDC,170,124,2009-12-15,2020-06-05,133,99
HDSN,170,118,2010-01-22,2020-05-06,163,111
RADA,169,125,2009-08-26,2020-06-10,153,116
SEIC,169,132,2009-08-14,2020-04-24,148,113
CRCM,169,81,2014-01-10,2020-02-11,169,81
MBUU,169,101,2014-01-30,2020-06-05,146,88
SIAL,169,109,2010-01-05,2015-11-18,152,93
EGY,169,134,2010-03-24,2020-05-11,159,125
MSON,169,133,2010-05-04,2020-05-15,141,109
HIVE,169,92,2014-03-25,2019-08-09,169,92
ATNM,169,120,2014-07-07,2020-06-05,152,111
RCON,169,115,2011-09-28,2020-05-26,151,106
SPNC,169,107,2010-04-13,2017-08-04,161,101
POZN,169,109,2010-03-21,2016-02-16,161,102
UNIS,169,107,2011-04-05,2017-04-12,169,107
ORBC,169,122,2010-08-12,2020-06-08,154,109
GBR,169,93,2009-08-10,2020-05-13,160,85
NGG,168,137,2010-03-25,2020-04-03,152,124
CVRR,168,118,2013-01-17,2019-05-17,168,118
AGYS,168,116,2009-11-04,2020-05-26,145,95
CZZ,168,145,2009-08-10,2020-06-10,110,93
PMT,168,145,2010-03-15,2020-06-08,141,123
DYN,168,117,2011-05-10,2018-04-09,168,117
JMEI,168,114,2014-05-12,2020-04-09,166,112
SGG,168,144,2009-10-26,2017-06-07,95,88
AHPI,168,80,2010-11-05,2020-06-10,84,48
EBIO,168,90,2013-12-30,2018-05-17,168,90
TCAP,168,141,2010-04-14,2018-07-24,155,130
MCF,168,129,2009-08-13,2020-06-05,143,105
AMRC,168,112,2011-03-07,2020-06-09,155,103
MGPI,168,107,2010-01-14,2020-04-30,152,95
AFAM,168,125,2010-01-26,2018-03-21,149,109
EXXI,168,91,2013-11-05,2018-03-19,168,91
AXDX,168,123,2013-07-01,2020-05-07,142,109
TST,168,129,2011-02-02,2019-08-07,166,127
USNA,168,89,2015-07-15,2020-06-11,156,82
ADHD,168,99,2013-01-14,2017-11-09,168,99
SFY,167,130,2010-02-17,2020-04-29,146,111
HF,167,146,2009-08-18,2019-07-01,159,139
CVGI,167,132,2010-05-06,2020-06-10,132,102
FBP,167,134,2009-12-16,2020-06-09,131,102
BXC,167,109,2010-07-22,2020-05-28,135,88
FOR,167,96,2009-08-07,2020-04-29,106,78
TE,167,122,2009-08-10,2016-05-05,136,93
TAC,166,128,2009-08-06,2020-05-12,137,101
RESI,166,127,2013-04-22,2020-06-11,139,112
BEE,166,118,2009-08-17,2016-03-14,146,102
ECPG,166,135,2010-01-29,2020-05-13,138,110
CALD,166,105,2009-07-27,2018-02-09,155,95
CTWS,166,122,2010-08-24,2019-05-09,160,116
CVD,166,111,2009-08-07,2016-09-09,126,80
SCSC,166,108,2009-10-08,2020-05-13,142,87
BVSN,166,123,2011-10-05,2020-05-11,157,117
ATEN,166,97,2014-03-10,2020-05-18,159,92
SFG,166,121,2009-12-22,2016-02-08,135,99
PRLB,166,118,2012-02-24,2020-05-27,157,109
UEIC,166,110,2010-01-12,2020-05-19,154,101
SIRO,166,98,2009-12-04,2016-02-29,147,81
CASH,166,105,2009-08-06,2020-05-15,103,85
GLT,166,126,2010-06-14,2020-05-07,153,116
PKX,166,142,2009-10-12,2020-05-11,105,89
ESTE,166,135,2011-01-24,2020-05-08,151,124
KELYA,165,118,2009-07-27,2020-05-05,133,92
FCH,165,126,2010-03-08,2017-08-09,144,110
RPAI,165,125,2012-04-05,2020-06-11,129,98
SINO,165,118,2011-01-16,2020-06-08,153,106
IDN,165,141,2009-08-25,2020-05-06,134,115
NVGN,165,109,2009-09-29,2017-11-12,162,106
SR,165,122,2009-08-12,2020-05-15,132,95
MYRG,165,138,2010-01-19,2020-06-10,140,113
BANR,165,145,2009-10-22,2020-05-14,132,114
HCHC,165,114,2014-12-03,2020-06-11,146,98
QUIK,165,126,2009-11-17,2020-05-26,147,113
HTA,165,125,2012-07-19,2020-06-11,151,112
AIRM,165,118,2010-03-11,2017-03-14,155,109
GMLP,165,124,2011-03-30,2020-06-09,143,111
KAI,165,103,2010-07-12,2020-04-29,153,94
TNA,164,151,2009-10-08,2020-04-30,84,79
KWR,164,125,2010-08-12,2020-05-13,139,107
CSTE,164,97,2012-04-04,2020-05-06,158,92
NVMI,164,118,2009-10-13,2020-06-08,135,96
CHSP,164,111,2010-10-08,2019-08-01,161,108
VLY,164,138,2009-08-18,2020-06-11,117,95
CPS,164,116,2011-06-07,2020-06-08,138,97
PRTS,164,126,2010-02-26,2020-06-03,135,103
KEP,164,124,2009-11-05,2020-03-27,148,108
DXJ,163,144,2009-12-31,2019-12-05,156,137
HAYN,163,122,2009-11-25,2020-05-04,147,107
CPAH,163,95,2012-09-13,2020-04-24,150,89
CGI,163,114,2010-10-26,2019-05-22,153,107
LTC,163,145,2010-01-11,2020-06-08,143,128
SPU,163,103,2010-03-05,2019-08-13,157,98
OESX,163,116,2010-12-13,2020-06-04,153,109
DYAX,162,92,2009-11-20,2016-01-26,149,80
LNCE,162,96,2010-03-09,2018-03-23,150,85
CYS,162,123,2010-04-27,2018-07-27,142,106
ARGT,162,140,2011-03-03,2020-03-03,161,139
BCOV,162,84,2011-08-24,2020-04-30,156,78
MODN,162,90,2013-02-13,2020-05-20,148,82
SFS,162,74,2014-09-11,2019-05-14,162,74
FTD,162,91,2014-03-05,2019-06-11,162,91
HEP,162,132,2009-12-07,2020-05-11,137,110
MPO,162,123,2012-04-20,2019-08-07,162,123
NWN,162,118,2010-01-04,2020-05-11,137,97
GTE,161,130,2009-11-25,2020-05-18,146,118
FMI,161,101,2013-09-24,2018-08-07,161,101
USAK,161,122,2010-06-10,2020-06-03,151,112
HME,161,117,2009-08-18,2015-10-05,129,94
HAFC,161,128,2010-05-18,2020-05-14,138,110
SIFY,161,122,2010-01-27,2020-04-29,145,107
IRET,161,118,2010-04-06,2020-05-11,148,108
SOXL,161,153,2010-08-31,2020-02-28,109,105
CVU,161,123,2009-08-13,2020-05-28,142,106
AIMC,160,101,2010-01-19,2020-05-21,138,83
EDC,160,150,2009-08-10,2019-12-17,73,70
RXDX,160,110,2014-03-13,2018-01-10,160,110
BRFS,160,131,2010-02-19,2020-05-26,135,110
ENTR,160,106,2009-12-10,2020-04-21,132,81
ESNT,160,114,2013-09-16,2020-06-10,109,77
ALQA,160,90,2013-11-19,2019-05-06,160,90
AVD,160,122,2009-11-19,2020-05-11,148,110
CREG,160,101,2011-05-17,2020-05-21,147,93
CYD,160,133,2009-09-24,2020-05-26,135,115
ESIO,159,101,2010-10-28,2019-01-29,155,97
HSII,159,107,2009-10-27,2020-04-28,144,93
RMAX,159,105,2013-08-20,2020-05-08,149,97
QLYS,159,104,2012-10-23,2020-05-26,146,94
PCH,159,132,2010-01-13,2020-05-04,141,114
MOBI,159,93,2011-02-01,2017-06-30,157,91
MSTR,159,116,2009-10-30,2020-04-30,140,102
RFP,159,115,2012-08-27,2020-06-05,147,104
ACCO,159,98,2012-04-13,2020-05-04,151,92
HSGX,159,95,2014-11-14,2019-09-30,159,95
ROLL,159,107,2010-03-30,2020-05-20,145,97
MKL,159,127,2009-10-30,2020-05-13,135,104
CCRN,158,104,2009-10-02,2020-05-26,134,85
IRE,158,120,2009-09-17,2015-02-05,114,85
UEC,158,133,2009-08-14,2020-05-15,139,114
UAM,158,105,2010-03-16,2017-02-28,125,86
PGTI,158,96,2010-11-04,2020-05-14,139,86
MTBC,158,101,2014-07-10,2020-06-05,137,88
SILC,158,93,2010-10-25,2020-04-30,143,83
ELNK,158,113,2010-04-06,2017-04-12,129,89
CNTY,158,121,2009-11-06,2020-06-05,111,86
STE,158,111,2009-10-04,2020-06-09,143,99
DHX,158,127,2009-10-21,2020-05-07,137,106
FIX,158,127,2009-08-18,2020-06-02,135,110
WSR,158,117,2010-11-22,2020-06-08,142,105
GPT,157,116,2013-06-20,2018-08-09,157,116
BOKF,157,124,2009-10-29,2020-06-08,130,99
MHO,157,126,2010-04-20,2020-05-19,141,112
CCCL,157,106,2010-11-24,2020-06-10,143,93
GILT,157,119,2010-06-08,2020-06-05,146,109
BIN,157,107,2010-01-14,2016-05-18,142,92
GMAN,157,82,2011-04-25,2019-03-08,157,82
SNTA,157,107,2010-02-17,2016-05-03,147,97
SANW,157,118,2010-08-31,2020-05-14,150,113
BSPM,157,110,2010-04-27,2019-12-23,145,100
AR,157,138,2013-09-16,2020-05-01,148,131
ZU,157,72,2013-11-14,2020-01-09,157,72
SJI,156,123,2010-01-04,2020-05-18,132,100
MPAA,156,94,2011-01-12,2020-05-04,151,89
HOFT,156,94,2010-08-30,2020-06-10,139,80
SKH,156,90,2009-07-27,2015-01-05,104,64
ACUR,156,112,2010-02-23,2020-02-10,146,102
SSD,156,133,2009-08-10,2020-06-08,125,106
ERX,156,148,2009-10-08,2020-03-27,87,83
IVAC,156,118,2010-05-04,2020-04-27,132,97
IYR,156,135,2009-08-29,2020-05-06,105,86
NXTM,156,102,2010-02-25,2019-02-21,140,89
PBA,156,129,2011-01-31,2020-06-11,117,97
IPAS,155,111,2009-08-13,2019-02-13,151,107
VISN,155,97,2009-12-20,2017-02-27,131,83
DAC,155,121,2009-07-27,2020-05-18,134,101
CDR,155,128,2009-12-15,2020-06-10,122,98
NVFY,155,97,2014-04-14,2020-05-12,151,95
TCP,155,123,2011-11-21,2020-05-12,144,113
VMEM,155,84,2013-08-26,2016-12-09,155,84
GAS,155,112,2009-08-10,2016-07-14,116,82
GXP,155,117,2009-08-18,2018-06-01,142,105
FVE,155,116,2010-08-26,2020-05-07,146,107
NSPH,155,98,2010-01-08,2016-06-20,149,92
MCY,154,87,2009-08-16,2020-05-23,131,70
PTC,154,98,2009-08-13,2020-06-10,139,85
ARI,154,135,2010-05-26,2020-06-09,114,101
SYNL,154,114,2011-02-07,2020-05-19,141,105
VET,154,116,2013-11-06,2020-06-11,112,87
BVN,154,136,2009-08-13,2020-06-09,108,94
PTN,154,110,2009-10-01,2020-05-12,146,102
ARII,154,109,2010-01-15,2019-02-15,146,102
GOGO,154,120,2011-12-23,2020-05-11,147,114
LFVN,154,105,2012-12-05,2020-05-05,150,101
DWRE,154,89,2011-07-15,2016-09-01,154,89
BREW,154,117,2012-05-22,2020-05-06,150,114
TLLP,154,99,2011-05-31,2017-07-21,154,99
MTSL,154,98,2010-10-22,2020-05-04,145,90
CLC,154,97,2009-08-07,2018-01-19,132,78
DPM,154,121,2009-08-10,2017-01-23,139,106
MYE,153,119,2010-08-04,2020-05-07,133,103
IIN,153,105,2010-05-13,2020-05-20,138,94
GFF,153,125,2010-01-08,2020-04-28,138,111
CTO,153,124,2009-08-07,2020-06-01,122,104
ICAD,153,127,2009-08-14,2020-06-01,135,112
PIP,153,122,2009-08-10,2017-06-23,122,97
ISBC,153,122,2009-11-04,2020-06-10,129,99
ORI,153,134,2009-12-22,2020-06-11,107,93
SHLX,153,123,2014-06-18,2020-06-11,119,96
SYKE,152,92,2009-10-06,2020-06-04,139,81
BOSC,152,105,2010-08-11,2020-04-22,145,99
CBMG,152,115,2013-12-13,2020-05-06,148,113
BMR,152,106,2009-09-14,2020-04-09,129,87
KMG,152,82,2011-01-03,2018-10-02,151,81
AHP,152,96,2013-12-03,2018-04-09,152,96
ESE,152,114,2009-11-13,2020-05-06,121,89
INUV,152,105,2010-10-05,2020-06-10,130,88
FARO,152,111,2009-11-18,2020-04-28,143,104
MIK,152,93,2011-05-26,2020-06-08,139,86
IPHS,152,113,2010-02-19,2020-02-04,130,96
CEA,151,122,2009-08-10,2020-06-05,111,90
NCIT,151,99,2009-09-18,2017-07-31,135,84
MTRN,151,101,2011-05-03,2020-06-09,135,90
MICT,151,80,2014-06-05,2020-04-20,149,78
OGXI,151,102,2009-12-22,2017-08-01,143,94
UPLD,151,82,2014-11-06,2020-05-21,140,74
CJES,151,101,2011-07-29,2016-07-20,151,101
GTS,151,113,2010-03-29,2020-05-07,137,104
CHMT,151,105,2010-12-08,2017-04-21,146,100
ORBK,151,99,2009-12-23,2019-01-31,142,91
FARM,151,117,2009-08-13,2020-05-07,139,105
RLI,151,120,2009-08-13,2020-04-23,113,93
AIN,151,127,2010-05-20,2020-06-04,127,103
LIQT,151,108,2013-12-18,2020-05-21,141,101
ALLY,151,123,2011-07-27,2020-06-05,135,113
SOXS,151,144,2010-08-31,2020-02-28,104,101
EFOI,151,100,2009-10-02,2020-06-10,127,82
UVE,151,119,2009-08-07,2020-05-28,133,104
WAGE,151,99,2011-07-19,2019-08-27,151,99
CPIX,150,118,2010-08-17,2020-06-04,107,91
RLH,150,125,2010-11-02,2020-06-09,135,113
AMRI,150,103,2011-04-07,2017-08-29,150,103
AMGN,150,74,2019-12-03,2020-06-08,77,35
OAK,150,123,2012-04-13,2019-09-13,150,123
GSIT,150,86,2009-08-31,2020-05-07,110,72
JJSF,150,100,2010-04-15,2020-05-12,131,85
NU,150,117,2009-12-22,2016-04-27,118,91
UTEK,150,104,2010-09-21,2017-05-26,144,99
CDTI,150,100,2014-04-01,2019-10-10,150,100
RCAP,150,74,2013-06-05,2016-05-25,150,74
MDWD,150,102,2014-02-10,2020-05-20,135,93
STL,150,123,2011-03-14,2020-06-11,120,95
VNQ,150,143,2011-03-03,2020-03-24,149,142
SAM,150,80,2018-04-25,2020-06-08,126,64
MBFI,149,106,2009-09-14,2019-03-06,131,91
UTSI,149,108,2009-12-22,2020-05-20,138,97
MATX,149,108,2012-10-22,2020-05-14,138,100
HYGS,149,108,2009-07-27,2019-09-09,145,104
HTLF,149,116,2010-07-27,2020-04-27,137,106
PBF,149,135,2013-01-22,2020-06-05,128,118
IRIX,149,106,2010-11-04,2020-06-04,141,99
FAZ,149,129,2011-07-01,2020-06-10,146,126
OGEN,149,93,2013-10-01,2020-05-29,136,85
AMDA,149,92,2014-01-29,2018-10-31,149,92
USO,149,28,2020-05-08,2020-06-11,0,0
CYN,149,99,2009-08-14,2015-11-02,135,85
FRSH,149,89,2014-04-28,2019-04-12,149,89
DX,149,123,2009-08-18,2020-05-07,129,105
GSS,149,132,2009-08-10,2020-05-07,121,109
NCI,148,108,2009-08-13,2019-10-02,123,84
FELE,148,109,2010-02-17,2020-04-28,140,103
AF,148,113,2009-08-10,2017-09-26,121,90
UAN,148,126,2011-04-08,2020-04-24,141,119
QUNR,148,79,2013-11-01,2016-12-02,148,79
